platform,workload,run_id,invocation_id,mem_limit_mb,cold_start,concurrency,queue_delay_ms,duration_ms,cpu_time_ms,rss_mb,peak_rss_mb,io_read_bytes,io_write_bytes,energy_joules
docker_ubuntu22_on_ubuntu20,cpuintensive,00b06771-1b35-4de6-8689-9ed75172c3fe,2bd7e732-4d75-4971-b8c6-7aaba3c6cd87,128,False,1,0,1230.0,1220.0,7.80859375,7.80859375,0,0,0.0
docker_ubuntu22_on_ubuntu20,cpuintensive,00b06771-1b35-4de6-8689-9ed75172c3fe,927da0f2-44fc-4fe8-ab8a-98b83836d03c,128,False,1,0,1190.0,1180.0,7.7109375,7.7109375,0,0,0.0
docker_ubuntu22_on_ubuntu20,cpuintensive,00b06771-1b35-4de6-8689-9ed75172c3fe,d75f0190-1fc6-444b-b607-f39a2ff36d7c,128,False,1,0,1220.0,1220.0,7.890625,7.890625,0,0,0.0
docker_ubuntu22_on_ubuntu20,cpuintensive,00b06771-1b35-4de6-8689-9ed75172c3fe,75fa1c13-49f8-4e8d-bae4-1b6b0c57d4c1,128,True,1,0,1190.0,1180.0,7.8359375,7.8359375,0,0,0.0
docker_ubuntu22_on_ubuntu20,cpuintensive,00b06771-1b35-4de6-8689-9ed75172c3fe,47fe98ca-036b-4f74-8459-e0d8754f9f4d,128,False,1,0,1240.0,1240.0,7.61328125,7.61328125,0,0,0.0
docker_ubuntu22_on_ubuntu20,cpuintensive,00b06771-1b35-4de6-8689-9ed75172c3fe,153d59d6-9e40-4c93-946c-a630b74412a1,128,False,1,0,1150.0,1150.0,7.7421875,7.7421875,0,0,0.0
docker_ubuntu22_on_ubuntu20,cpuintensive,00b06771-1b35-4de6-8689-9ed75172c3fe,d6e43ab7-e456-4957-bafc-31e8567de9ab,128,False,1,0,1150.0,1140.0,7.84765625,7.84765625,0,0,0.0
docker_ubuntu22_on_ubuntu20,cpuintensive,00b06771-1b35-4de6-8689-9ed75172c3fe,04617ba4-8214-452c-a585-c0839b4b409f,128,False,1,0,1250.0,1250.0,7.8984375,7.8984375,0,0,0.0
docker_ubuntu22_on_ubuntu20,cpuintensive,00b06771-1b35-4de6-8689-9ed75172c3fe,9c28d22e-e60b-44e5-bb74-2ec4a091fd5a,128,True,1,0,1180.0,1170.0,7.88671875,7.88671875,0,0,0.0
docker_ubuntu22_on_ubuntu20,cpuintensive,00b06771-1b35-4de6-8689-9ed75172c3fe,aaa07944-fe21-44e8-a6a3-b8280a2e7655,128,False,1,0,1180.0,1180.0,7.69140625,7.69140625,0,0,0.0
docker_ubuntu22_on_ubuntu20,cpuintensive,00b06771-1b35-4de6-8689-9ed75172c3fe,9ae2a3b8-5ffd-47d8-97bd-c635c6979715,128,False,1,0,1160.0,1160.0,7.90234375,7.90234375,0,0,0.0
docker_ubuntu22_on_ubuntu20,cpuintensive,00b06771-1b35-4de6-8689-9ed75172c3fe,3b08d085-d136-4cc7-9ed8-4e0d2443e106,128,False,1,0,1150.0,1150.0,7.86328125,7.86328125,0,0,0.0
docker_ubuntu22_on_ubuntu20,cpuintensive,00b06771-1b35-4de6-8689-9ed75172c3fe,7db79969-7fdc-4c17-9a92-ff713b3f4888,128,False,1,0,1360.0,1360.0,7.94140625,7.94140625,0,0,0.0
docker_ubuntu22_on_ubuntu20,cpuintensive,00b06771-1b35-4de6-8689-9ed75172c3fe,8ebd3b8d-e7e8-4ac8-8bf7-8508d39dd3ca,128,True,1,0,1190.0,1180.0,7.875,7.875,0,0,0.0
docker_ubuntu22_on_ubuntu20,cpuintensive,00b06771-1b35-4de6-8689-9ed75172c3fe,df812b21-9e8b-4464-8a19-52d3533ffbca,128,False,1,0,1180.0,1170.0,7.96875,7.96875,0,0,0.0
docker_ubuntu22_on_ubuntu20,cpuintensive,00b06771-1b35-4de6-8689-9ed75172c3fe,f48ac8ca-8291-410c-8e54-5bb65db035f3,128,False,1,0,1160.0,1160.0,7.8515625,7.8515625,0,0,0.0
docker_ubuntu22_on_ubuntu20,cpuintensive,00b06771-1b35-4de6-8689-9ed75172c3fe,4bb51e64-7b75-44ef-a875-b4ed03732783,128,False,1,0,1210.0,1210.0,7.625,7.625,0,0,0.0
docker_ubuntu22_on_ubuntu20,cpuintensive,00b06771-1b35-4de6-8689-9ed75172c3fe,a0ba1045-f1d6-4752-92cd-9103f6ae5370,128,False,1,0,1150.0,1150.0,7.6171875,7.6171875,0,0,0.0
docker_ubuntu22_on_ubuntu20,cpuintensive,00b06771-1b35-4de6-8689-9ed75172c3fe,2858e81e-0736-4bd5-9b72-9c78172fee77,128,True,1,0,1320.0,1310.0,7.81640625,7.81640625,0,0,0.0
docker_ubuntu22_on_ubuntu20,cpuintensive,00b06771-1b35-4de6-8689-9ed75172c3fe,3314f00f-8920-4d30-b764-f3d738bada9b,128,False,1,0,1150.0,1150.0,7.90234375,7.90234375,0,0,0.0
docker_ubuntu22_on_ubuntu20,cpuintensive,00b06771-1b35-4de6-8689-9ed75172c3fe,1900a90a-13ae-4cc0-8312-865bea60b2e0,128,False,1,0,1150.0,1150.0,7.74609375,7.74609375,0,0,0.0
docker_ubuntu22_on_ubuntu20,cpuintensive,00b06771-1b35-4de6-8689-9ed75172c3fe,5c36842a-3562-4469-8391-260d2be6e3d4,128,False,1,0,1190.0,1190.0,7.6875,7.6875,0,0,0.0
docker_ubuntu22_on_ubuntu20,cpuintensive,00b06771-1b35-4de6-8689-9ed75172c3fe,2eb48d28-7d19-4c59-b9ff-54570f61b791,128,False,1,0,1150.0,1150.0,7.90625,7.90625,0,0,0.0
docker_ubuntu22_on_ubuntu20,cpuintensive,408580f3-32da-41ea-b073-9075e03ad9f6,92c1d51f-5c0f-4aff-9fc2-43a9712f9c3b,128,True,1,0,1260.0,1250.0,7.83203125,7.83203125,0,0,0.0
docker_ubuntu22_on_ubuntu20,cpuintensive,408580f3-32da-41ea-b073-9075e03ad9f6,b90e21b1-e535-4eae-91cf-19a830cc93b7,128,False,1,0,1180.0,1180.0,7.87109375,7.87109375,0,0,0.0
docker_ubuntu22_on_ubuntu20,cpuintensive,408580f3-32da-41ea-b073-9075e03ad9f6,8ffbacbf-f57a-495a-bb28-7ff168ff02af,128,False,1,0,1270.0,1270.0,7.7265625,7.7265625,0,0,0.0
docker_ubuntu22_on_ubuntu20,cpuintensive,408580f3-32da-41ea-b073-9075e03ad9f6,5a1612a5-018d-4f1b-bf2c-96817fd191a6,128,False,1,0,1210.0,1200.0,7.91015625,7.91015625,0,0,0.0
docker_ubuntu22_on_ubuntu20,cpuintensive,408580f3-32da-41ea-b073-9075e03ad9f6,43ab5ce9-70d4-4ad4-9deb-e48d1cb99720,128,False,1,0,1150.0,1150.0,7.80859375,7.80859375,0,0,0.0
docker_ubuntu22_on_ubuntu20,cpuintensive,408580f3-32da-41ea-b073-9075e03ad9f6,ed568702-c3fe-4149-bbbc-b49d8d9fa37d,128,True,1,0,1240.0,1240.0,7.9140625,7.9140625,0,0,0.0
docker_ubuntu22_on_ubuntu20,cpuintensive,408580f3-32da-41ea-b073-9075e03ad9f6,42408574-426b-48f1-adf2-4db9ee7c2bf5,128,False,1,0,1150.0,1150.0,7.8828125,7.8828125,0,0,0.0
docker_ubuntu22_on_ubuntu20,cpuintensive,408580f3-32da-41ea-b073-9075e03ad9f6,9e03b87f-e356-4642-a143-4d7f38ceca83,128,False,1,0,1200.0,1190.0,7.69140625,7.69140625,0,0,0.0
docker_ubuntu22_on_ubuntu20,cpuintensive,408580f3-32da-41ea-b073-9075e03ad9f6,e9d9a822-173c-47cc-b6d0-07b20a68a1af,128,False,1,0,1150.0,1150.0,7.79296875,7.79296875,0,0,0.0
docker_ubuntu22_on_ubuntu20,cpuintensive,408580f3-32da-41ea-b073-9075e03ad9f6,f64e5a7e-9787-421d-866c-60eec0fa6b46,128,False,1,0,1220.0,1220.0,7.890625,7.890625,0,0,0.0
docker_ubuntu22_on_ubuntu20,cpuintensive,408580f3-32da-41ea-b073-9075e03ad9f6,7249f8a2-d315-4571-ba5a-1a1f99581579,128,True,1,0,1180.0,1180.0,7.7890625,7.7890625,0,0,0.0
docker_ubuntu22_on_ubuntu20,cpuintensive,408580f3-32da-41ea-b073-9075e03ad9f6,767a4aef-ad5e-422b-85a4-0940c97d0b1f,128,False,1,0,1210.0,1210.0,7.94140625,7.94140625,0,0,0.0
docker_ubuntu22_on_ubuntu20,cpuintensive,408580f3-32da-41ea-b073-9075e03ad9f6,d1341085-a881-4aac-9c13-15b495c0f0c3,128,False,1,0,1200.0,1200.0,7.87890625,7.87890625,0,0,0.0
docker_ubuntu22_on_ubuntu20,cpuintensive,408580f3-32da-41ea-b073-9075e03ad9f6,cc922bc1-de96-49df-80a5-fd54ed1b2288,128,False,1,0,1150.0,1140.0,7.7890625,7.7890625,0,0,0.0
docker_ubuntu22_on_ubuntu20,cpuintensive,408580f3-32da-41ea-b073-9075e03ad9f6,f8fe590d-c8dc-4f1b-8e42-a43f1732da79,128,False,1,0,1150.0,1150.0,7.78125,7.78125,0,0,0.0
docker_ubuntu22_on_ubuntu20,cpuintensive,408580f3-32da-41ea-b073-9075e03ad9f6,297cf7d9-5abb-45b8-9379-766c846be894,128,True,1,0,1150.0,1150.0,7.671875,7.671875,0,0,0.0
docker_ubuntu22_on_ubuntu20,cpuintensive,408580f3-32da-41ea-b073-9075e03ad9f6,c40cea4e-fb15-4333-b25e-b63c9e9f7854,128,False,1,0,1260.0,1260.0,7.625,7.625,0,0,0.0
docker_ubuntu22_on_ubuntu20,cpuintensive,408580f3-32da-41ea-b073-9075e03ad9f6,74065523-8fa4-4833-9f70-3000f8e3ce5b,128,False,1,0,1230.0,1230.0,7.94140625,7.94140625,0,0,0.0
docker_ubuntu22_on_ubuntu20,cpuintensive,408580f3-32da-41ea-b073-9075e03ad9f6,a4e68bd5-c8d3-4d6f-b5b8-eecf0baeb77e,128,False,1,0,1240.0,1240.0,7.7890625,7.7890625,0,0,0.0
docker_ubuntu22_on_ubuntu20,cpuintensive,408580f3-32da-41ea-b073-9075e03ad9f6,4932f0b7-72d6-4362-bc96-7de10cd8296b,128,False,1,0,1210.0,1210.0,7.75,7.75,0,0,0.0
docker_ubuntu22_on_ubuntu20,cpuintensive,408580f3-32da-41ea-b073-9075e03ad9f6,634f3aba-bf71-4ad2-abba-b0a745565198,128,True,1,0,1150.0,1150.0,7.6640625,7.6640625,0,0,0.0
docker_ubuntu22_on_ubuntu20,cpuintensive,408580f3-32da-41ea-b073-9075e03ad9f6,8cf06711-868b-48a9-8b26-b5aa04e18516,128,False,1,0,1160.0,1150.0,7.81640625,7.81640625,0,0,0.0
docker_ubuntu22_on_ubuntu20,cpuintensive,408580f3-32da-41ea-b073-9075e03ad9f6,af9ad6ba-43e6-4266-ac0f-ed3f1136a069,128,False,1,0,1210.0,1210.0,7.78515625,7.78515625,0,0,0.0
docker_ubuntu22_on_ubuntu20,cpuintensive,408580f3-32da-41ea-b073-9075e03ad9f6,98238070-181b-4d97-b727-ddf9d933b889,128,False,1,0,1210.0,1210.0,7.66796875,7.66796875,0,0,0.0
docker_ubuntu22_on_ubuntu20,cpuintensive,408580f3-32da-41ea-b073-9075e03ad9f6,96b2b607-19bc-4fd9-88a6-9b5ec447ae1b,128,False,1,0,1150.0,1150.0,7.7890625,7.7890625,0,0,0.0
docker_ubuntu22_on_ubuntu20,cpuintensive,55b82fcb-26a7-4468-9b5a-09d0d44cc39b,45fa67c0-d85b-4a51-9777-46168375326d,128,True,1,0,1160.0,1150.0,7.88671875,7.88671875,0,0,0.0
docker_ubuntu22_on_ubuntu20,cpuintensive,55b82fcb-26a7-4468-9b5a-09d0d44cc39b,724583c8-6d96-4ae1-984c-de8838dba55e,128,False,1,0,1270.0,1260.0,7.91015625,7.91015625,0,0,0.0
docker_ubuntu22_on_ubuntu20,cpuintensive,55b82fcb-26a7-4468-9b5a-09d0d44cc39b,6bd93602-2dc5-4c79-81d8-a11efee25bc1,128,False,1,0,1200.0,1190.0,7.67578125,7.67578125,0,0,0.0
docker_ubuntu22_on_ubuntu20,cpuintensive,55b82fcb-26a7-4468-9b5a-09d0d44cc39b,6d56639c-7be5-406d-8e46-df591520dd53,128,False,1,0,1150.0,1150.0,7.6171875,7.6171875,0,0,0.0
docker_ubuntu22_on_ubuntu20,cpuintensive,55b82fcb-26a7-4468-9b5a-09d0d44cc39b,985fd747-11d7-4cd0-828e-7388890f4d9c,128,False,1,0,1190.0,1190.0,7.8828125,7.8828125,0,0,0.0
docker_ubuntu22_on_ubuntu20,cpuintensive,55b82fcb-26a7-4468-9b5a-09d0d44cc39b,42ac2377-7712-434e-8219-5b849d7cd9ce,128,True,1,0,1260.0,1260.0,7.77734375,7.77734375,0,0,0.0
docker_ubuntu22_on_ubuntu20,cpuintensive,55b82fcb-26a7-4468-9b5a-09d0d44cc39b,3a568faa-7a08-4b52-9ea5-24ee4bf02fb6,128,False,1,0,1180.0,1180.0,7.9375,7.9375,0,0,0.0
docker_ubuntu22_on_ubuntu20,cpuintensive,55b82fcb-26a7-4468-9b5a-09d0d44cc39b,094be6e4-8ef9-4a4b-b6de-8f0352aa4bb0,128,False,1,0,1180.0,1170.0,7.82421875,7.82421875,0,0,0.0
docker_ubuntu22_on_ubuntu20,cpuintensive,55b82fcb-26a7-4468-9b5a-09d0d44cc39b,1800e840-7d7c-4d57-844b-36815edbad9e,128,False,1,0,1180.0,1180.0,7.87109375,7.87109375,0,0,0.0
docker_ubuntu22_on_ubuntu20,cpuintensive,55b82fcb-26a7-4468-9b5a-09d0d44cc39b,2b0638d8-6d2b-4bc5-81a5-f7e999e1f988,128,False,1,0,1150.0,1150.0,7.84765625,7.84765625,0,0,0.0
docker_ubuntu22_on_ubuntu20,cpuintensive,55b82fcb-26a7-4468-9b5a-09d0d44cc39b,bfbfa65c-bc49-4329-b6c2-5d1edfe471a5,128,True,1,0,1150.0,1150.0,7.62109375,7.62109375,0,0,0.0
docker_ubuntu22_on_ubuntu20,cpuintensive,55b82fcb-26a7-4468-9b5a-09d0d44cc39b,6243745c-451c-4404-a968-9219baf400f6,128,False,1,0,1190.0,1190.0,7.78515625,7.78515625,0,0,0.0
docker_ubuntu22_on_ubuntu20,cpuintensive,55b82fcb-26a7-4468-9b5a-09d0d44cc39b,6be74b1c-dae9-4f01-b1ad-b77fc36c1f3b,128,False,1,0,1160.0,1160.0,7.96484375,7.96484375,0,0,0.0
docker_ubuntu22_on_ubuntu20,cpuintensive,55b82fcb-26a7-4468-9b5a-09d0d44cc39b,1bca79d6-8943-468e-bfd9-6abc025850e4,128,False,1,0,1220.0,1220.0,7.859375,7.859375,0,0,0.0
docker_ubuntu22_on_ubuntu20,cpuintensive,55b82fcb-26a7-4468-9b5a-09d0d44cc39b,99fac52d-6245-4bc9-a584-d943f700aa21,128,False,1,0,1210.0,1210.0,7.6875,7.6875,0,0,0.0
docker_ubuntu22_on_ubuntu20,cpuintensive,55b82fcb-26a7-4468-9b5a-09d0d44cc39b,c247274b-2639-46f7-a764-2b9a618bb1bb,128,True,1,0,1190.0,1190.0,7.765625,7.765625,0,0,0.0
docker_ubuntu22_on_ubuntu20,cpuintensive,55b82fcb-26a7-4468-9b5a-09d0d44cc39b,234a2eb0-de30-4a66-8171-1165d0fd4d86,128,False,1,0,1180.0,1180.0,7.96875,7.96875,0,0,0.0
docker_ubuntu22_on_ubuntu20,cpuintensive,55b82fcb-26a7-4468-9b5a-09d0d44cc39b,c8d70953-285e-41dc-b6b3-199f16b34c46,128,False,1,0,1190.0,1190.0,7.734375,7.734375,0,0,0.0
docker_ubuntu22_on_ubuntu20,cpuintensive,55b82fcb-26a7-4468-9b5a-09d0d44cc39b,38ffac96-e265-4087-9060-560541cd7a19,128,False,1,0,1160.0,1160.0,7.6796875,7.6796875,0,0,0.0
docker_ubuntu22_on_ubuntu20,cpuintensive,55b82fcb-26a7-4468-9b5a-09d0d44cc39b,18f54486-354b-4b98-a252-51c6b2f31aec,128,False,1,0,1150.0,1150.0,7.91796875,7.91796875,0,0,0.0
docker_ubuntu22_on_ubuntu20,cpuintensive,55b82fcb-26a7-4468-9b5a-09d0d44cc39b,3091f11a-d99d-4e16-a27c-d41c924e6441,128,True,1,0,1190.0,1180.0,7.78515625,7.78515625,0,0,0.0
docker_ubuntu22_on_ubuntu20,cpuintensive,55b82fcb-26a7-4468-9b5a-09d0d44cc39b,5f9c0b90-a47d-4ee9-9122-5b8727bcda9e,128,False,1,0,1150.0,1150.0,7.96875,7.96875,0,0,0.0
docker_ubuntu22_on_ubuntu20,cpuintensive,55b82fcb-26a7-4468-9b5a-09d0d44cc39b,21a00535-5e2a-40a4-a4de-b74408c29c98,128,False,1,0,1210.0,1210.0,7.84765625,7.84765625,0,0,0.0
docker_ubuntu22_on_ubuntu20,cpuintensive,55b82fcb-26a7-4468-9b5a-09d0d44cc39b,bcf188ea-36c7-4333-9f8a-cbef88775e2f,128,False,1,0,1150.0,1150.0,7.91015625,7.91015625,0,0,0.0
docker_ubuntu22_on_ubuntu20,cpuintensive,55b82fcb-26a7-4468-9b5a-09d0d44cc39b,04d1ec7e-9f00-4ccd-897a-51fd5e6ff46f,128,False,1,0,1150.0,1150.0,7.80859375,7.80859375,0,0,0.0
docker_ubuntu22_on_ubuntu20,cpuintensive,46e20fd9-ecad-4eb0-816c-77819fe8ccdf,1eff1178-8a16-466a-a384-5edf8cfd5566,128,True,1,0,1190.0,1180.0,7.75390625,7.75390625,0,0,0.0
docker_ubuntu22_on_ubuntu20,cpuintensive,46e20fd9-ecad-4eb0-816c-77819fe8ccdf,6d3a761b-3c65-4487-9dbc-72bcb666dd11,128,False,1,0,1150.0,1150.0,7.7890625,7.7890625,0,0,0.0
docker_ubuntu22_on_ubuntu20,cpuintensive,46e20fd9-ecad-4eb0-816c-77819fe8ccdf,d016d9b0-f0ad-42fb-b0e3-49a60e849459,128,False,1,0,1220.0,1210.0,7.84765625,7.84765625,0,0,0.0
docker_ubuntu22_on_ubuntu20,cpuintensive,46e20fd9-ecad-4eb0-816c-77819fe8ccdf,0312597f-8247-439b-8ff5-c46e8c7fce1b,128,False,1,0,1210.0,1210.0,7.734375,7.734375,0,0,0.0
docker_ubuntu22_on_ubuntu20,cpuintensive,46e20fd9-ecad-4eb0-816c-77819fe8ccdf,c1bd70f1-6fe4-4db9-a393-bc6a6569e21a,128,False,1,0,1190.0,1190.0,7.84765625,7.84765625,0,0,0.0
docker_ubuntu22_on_ubuntu20,cpuintensive,46e20fd9-ecad-4eb0-816c-77819fe8ccdf,76ad59cd-2042-4588-aa6e-5b336e16993c,128,True,1,0,1330.0,1330.0,7.7734375,7.7734375,0,0,0.0
docker_ubuntu22_on_ubuntu20,cpuintensive,46e20fd9-ecad-4eb0-816c-77819fe8ccdf,763e1213-7b1a-4948-8823-6aae9cc71ae3,128,False,1,0,1150.0,1140.0,7.69921875,7.69921875,0,0,0.0
docker_ubuntu22_on_ubuntu20,cpuintensive,46e20fd9-ecad-4eb0-816c-77819fe8ccdf,a16bf837-077e-4b02-bea4-a8d5e0055dbd,128,False,1,0,1180.0,1180.0,7.80078125,7.80078125,0,0,0.0
docker_ubuntu22_on_ubuntu20,cpuintensive,46e20fd9-ecad-4eb0-816c-77819fe8ccdf,bd695c00-c6ed-4470-9594-822c9418b764,128,False,1,0,1220.0,1220.0,7.8359375,7.8359375,0,0,0.0
docker_ubuntu22_on_ubuntu20,cpuintensive,46e20fd9-ecad-4eb0-816c-77819fe8ccdf,5b0fbe64-d1ff-4bed-817a-e02708633207,128,False,1,0,1180.0,1180.0,7.67578125,7.67578125,0,0,0.0
docker_ubuntu22_on_ubuntu20,cpuintensive,46e20fd9-ecad-4eb0-816c-77819fe8ccdf,482b328c-50a5-42a7-92cd-a1ff3d815071,128,True,1,0,1190.0,1190.0,7.625,7.625,0,0,0.0
docker_ubuntu22_on_ubuntu20,cpuintensive,46e20fd9-ecad-4eb0-816c-77819fe8ccdf,5ccce7a4-b8b1-4217-bd63-ab4a57ac85ca,128,False,1,0,1190.0,1190.0,7.75390625,7.75390625,0,0,0.0
docker_ubuntu22_on_ubuntu20,cpuintensive,46e20fd9-ecad-4eb0-816c-77819fe8ccdf,983c1628-b8e3-41fa-bf84-f6457fd00f60,128,False,1,0,1150.0,1150.0,7.6015625,7.6015625,0,0,0.0
docker_ubuntu22_on_ubuntu20,cpuintensive,46e20fd9-ecad-4eb0-816c-77819fe8ccdf,8e164c9e-ef75-4882-8596-1ab505a4038f,128,False,1,0,1260.0,1260.0,7.8671875,7.8671875,0,0,0.0
docker_ubuntu22_on_ubuntu20,cpuintensive,46e20fd9-ecad-4eb0-816c-77819fe8ccdf,2d18bb73-eba6-4472-81b9-51b2dae3ad43,128,False,1,0,1150.0,1150.0,7.9375,7.9375,0,0,0.0
docker_ubuntu22_on_ubuntu20,cpuintensive,46e20fd9-ecad-4eb0-816c-77819fe8ccdf,978bf038-5ee9-419f-952a-2319ace1d6ab,128,True,1,0,1240.0,1230.0,7.90234375,7.90234375,0,0,0.0
